Appearance	Cussing	Hatred	NOT	Racial	Sexual	Violence	Text	WordCount	WordCountGroup
1	0	0	0	0	0	0	هذا شكله قزم 😁 😁 🤣 🤣	7	Short
1	0	0	0	0	0	0	لبسها لحجي بس ساتر عليها وجهها من اول الدراما ما ابيهم توينز زوجوهم ابغا اشوفهم بدراما يكونو مع بعض	19	Long
1	0	0	0	0	0	0	يخايب ما تجي تاخذ بي فرة	6	Short
1	0	0	0	0	0	0	ليش قريتها انتي دبه ه 😭 😭	7	Short
1	0	0	0	0	0	0	رزة بس لاتجي عصقوله بتطلع عصا مخمة ولاتجي دبه تطلع سدرة 😂	12	Medium
1	0	0	0	0	0	0	بس يا معقرب يابو صرم يااهبل يا عبيط بص لشكلك فى المراية أم قويق أو امنا الغولة حظر للحمار	19	Long
1	0	0	0	0	0	0	وع كلهم لحجية	3	Very Short
1	0	0	0	0	0	0	سمينة	1	Very Short
1	0	0	0	0	0	0	كل الوقت تاكلي شكلك دبه — حبيبي والله	8	Short
1	0	0	0	0	0	0	ناقصين اقزام	2	Very Short
1	0	0	0	0	0	0	الواد ده أقرع و بكرش و كان له صوره حقيقيه قبل كده و هو لابس فا	16	Long
1	0	0	0	0	0	0	ياخي احتاج عملية شفط الخدود و اللغلوغ 💔	8	Short
1	0	0	0	0	0	0	المعصقل لا عضلات ولا كرش 😆	6	Short
1	0	0	0	0	0	0	تقهرني احسها لحجية	3	Very Short
1	0	0	0	0	0	0	اللي سمينه دايمن تجي ديودها صغار والعكس	7	Short
1	0	0	0	0	0	0	قزم ما ينفع 😂 😂 💔	6	Short
1	0	0	0	0	0	0	هو اصلع صح مش اقرع عشان بتفرق	7	Short
1	0	0	0	0	0	0	أقزام مش خلاف بس اللاعب كان مزعج جدا لدفاعاتنا بالشوط الأول	11	Medium
1	0	0	0	0	0	0	ماشي يا دبة 😂	4	Very Short
1	0	0	0	0	0	0	بقرة لا نهائية 😂 😂 💀	6	Short
1	0	0	0	0	0	0	بشعه بشعه ماستحمل القبح الي فيك — 😳	8	Short
1	0	0	0	0	0	0	لحجي كتيير	2	Very Short
1	0	0	0	0	0	0	احسج دبه وخسفه	3	Very Short
1	0	0	0	0	0	0	هه انت تحتاج دايت و شفط دهون و كل شيء علشان وزنك ينزل	13	Medium
1	0	0	0	0	0	0	لا والله اللى باع الكظيه كلبهم الاول ابو براطم وكلاب استثني الشرفاء منهم رواتبكم منين مخ	16	Long
1	0	0	0	0	0	0	شكلك دبه يامشاكس دمك خفيف 😜 هه	7	Short
1	0	0	0	0	0	0	هل أنت في ورطة لأنه تم العبث بها من قبل رجل سمين وقبيح	13	Medium
1	0	0	0	0	0	0	اخرس يا ابو كرش وروح شوف الغسيل اللي وراك	9	Short
1	0	0	0	0	0	0	اسرايل فرحانه بتطبيع معا افراد اقزام هل تستطيع تطبيع معا الشعوب	11	Medium
1	0	0	0	0	0	0	لا احسس لحجيه	3	Very Short
1	0	0	0	0	0	0	لا عندهم برنامج و لا بيعرفوا إدارة شيئ و لا اصلا جايين لحكم دولة و لا هم بيشبهوا خلق الله المسؤ	21	Very Long
1	0	0	0	0	0	0	حمامه مطوله وفرشت بقت سمينه للام فس طريقه ت	9	Short
1	0	0	0	0	0	0	كيفك ي دبه 🙂	4	Very Short
1	0	0	0	0	0	0	لبسها لحجي	2	Very Short
1	0	0	0	0	0	0	وينك يا دبه زمانك عنك لا وفيكي حيل تركضي بعد 😂 😂	12	Medium
1	0	0	0	0	0	0	يا بزر يا كريه اعقل	5	Short
1	0	0	0	0	0	0	انتي ما تشاركي ولا تتفاعلي معي يا دبة ليش 🤔 😏 😒	12	Medium
1	0	0	0	0	0	0	المملكة العربية السعودية الحبيبه والعزيزه علينا كاردنيين خيرها عم البلاد والعباد وهذا القزم لا يجوز	15	Long
1	0	0	0	0	0	0	اووه نحفت كانت دبه	4	Very Short
1	0	0	0	0	0	0	حتى وإن خضع اقزام قطر وفتحت الحدود وتردد الكائن القطري القميء على الاحساء يجمع قوت يومه الشرخ اللي احدثته قيادتهم	20	Very Long
1	0	0	0	0	0	0	يسطل هنقعد نعيد بقا ما قلنا انا بنت عادي اكون قصيره اما انتوا مش عادي يشوية اقزام صياحكم طرب 😭 😂	21	Very Long
1	0	0	0	0	0	0	يا دبة والأسد 🤬	4	Very Short
1	0	0	0	0	0	0	يع اصابة ايفانو شكلها ركبه 😬	6	Short
1	0	0	0	0	0	0	ويقول لك هيبقي ما بينا سلام وتسامح يا بقره أفهم هم مش عوزين حاجه غير إنهاء وجودك انت ودينك من ايام النبي صل الله ع	25	Very Long
1	0	0	0	0	0	0	ليته نخله صدق	3	Very Short
1	0	0	0	0	0	0	ابو براطم جنرال تشين العظيم	5	Short
1	0	0	0	0	0	0	الحمدلله ي ابو كرش 😂 😂	6	Short
1	0	0	0	0	0	0	يخيه كلها ثاراتنه وياهم ترس الشارع بس صح اتفق ابو خشه اكثر شي احسنتي نوير 😔	16	Long
1	0	0	0	0	0	0	الشر في وجهك لان من يتدخل فيما لايعنيه يجد مالا يرضيه نحن عرب فيما بيننا نتي ايش دخلك يا مرتزقه	20	Very Long
1	0	0	0	0	0	0	حرفيا تراك بنت فقر وتربية شوارع اخس مني انتي وابوك ابو كرش نازل لساقه ما عرف يربيك	17	Long
1	0	0	0	0	0	0	اكبر زامل وميبون في الكورة الارضية وجميع المجرات الكونية فضيلة الاعور الشلال	12	Medium
1	0	0	0	0	0	0	ماعليه امسحيها مو بوجهي بوجيه اللحوج الي قالو انها لحجية عميقه كلمه عليهم	13	Medium
1	0	0	0	0	0	0	ابي بقره مطيعه مربربه احلبها بكل سريه تامه	8	Short
1	0	0	0	0	0	0	هو صادق صلعه منفوخه	4	Very Short
1	0	0	0	0	0	0	انا يا قزم	3	Very Short
1	0	0	0	0	0	0	واذا سودا ياقبيح	3	Very Short
1	0	0	0	0	0	0	لبى خشمك اركد 😉	4	Very Short
1	0	0	0	0	0	0	لسى لسى حاقده عليه هو والمصوره لما قالت له مارح اختارها لانها دبه ولازم تنحف 😞 اكرههمم	17	Long
1	0	0	0	0	0	0	وع لحجي	2	Very Short
1	0	0	0	0	0	0	مره اتنين قرع بيتخنقوا ع مشط مره واحد اقرع طلعتلوا شعره عملها عيد ميلاد	14	Medium
1	0	0	0	0	0	0	انتي ابهامك دبه مايفتن 😂	5	Short
1	0	0	0	0	0	0	الهاشيرا اقزام وبانكاي بياكيا يكفي لهم	6	Short
1	0	0	0	0	0	0	لا تحولين احنا اقزام بالنسبه له	6	Short
1	0	0	0	0	0	0	للان لحجيه وش تغير 😐	5	Short
1	0	0	0	0	0	0	ممكن اناديها بكل أسماء الزهور ما عدا الياسمينه طبعا لأنها سمينة ومبطرخة وهتزعل 😊 😁 صباح الخير	17	Long
1	0	0	0	0	0	0	ليش زعلان يبو كرش 😂 ❤ ️	7	Short
1	0	0	0	0	0	0	مسكين ابو كرش بيداوم من الصباح للعصر وانتو تطقطقو عليه في نومته الي بياخذها 😒	15	Long
1	0	0	0	0	0	0	شاهد قبل الحذف تتسس عنده براطم مالها فايدة بس يصايح فيها	11	Medium
1	0	0	0	0	0	0	اصلع ابو كرش مليونير 😂 😂	6	Short
1	0	0	0	0	0	0	وقف كذب ابو تيز	4	Very Short
1	0	0	0	0	0	0	اللي يرسلي على الخاص اذا تشوف التغريده هاذي حبيت اقولك لاتتعب نفسك وترسل لاني ما ارد على ناس لحجيه 😊	20	Very Long
1	0	0	0	0	0	0	خروف وليته سمينه زيك ميقرفناش والنبي	6	Short
1	0	0	0	0	0	0	يقصد انه هو دب ويده كبيره مليانه شحم فالكنترول صغير يوم يمسك	12	Medium
1	0	0	0	0	0	0	الحرب فرضت عليك يا ناصح ولا نفرط فى مياه النيل شكلك من حزب الكنبة	14	Medium
1	0	0	0	0	0	0	مب موجود يا احول	4	Very Short
1	0	0	0	0	0	0	ابي نخله اطول منك 😂 😂	6	Short
1	0	0	0	0	0	0	اف شكله منفوخ تعال الاتحاد بس	6	Short
1	0	0	0	0	0	0	اسكت احسن لك بو كرش	5	Short
1	0	0	0	0	0	0	عداءكم لحضرموت ورجالها لن يضرها وستظلون أقزام أمام الحضارم	9	Short
1	0	0	0	0	0	0	احس حتى القرد محشوم اقلها م يطلع له شعر ف ديده	11	Medium
1	0	0	0	0	0	0	محد لحجي غيرك	3	Very Short
1	0	0	0	0	0	0	كم راح ادفع دب نوم وابو كرش وكمان تستغل الغلابه 😭 😂 😂	13	Medium
1	0	0	0	0	0	0	ظنتي انه أحول من الدرجه الاولى	6	Short
1	0	0	0	0	0	0	اعترف رعد انت دب 😅 😂	6	Short
1	0	0	0	0	0	0	شاروخان سابق كان وسيم وشعره طويل وممشوق القوام بقي اقرع وقصير وبكرش 😂 😂	14	Medium
1	0	0	0	0	0	0	دخلوني قروب مافيه نفس ثقيله ولا لحجيه هه	8	Short
1	0	0	0	0	0	0	مافي مربربه صدرها كبير ديود ماابي كتابي	7	Short
1	0	0	0	0	0	0	أي حد بيعمل أنفولو هو سطحي أبن مرة مومس ميعرفش عني حاجة و لو قابلني في الواقع هيحبني فعلا بس عشان أنت مفخد على الس	25	Very Long
1	0	0	0	0	0	0	كلكهم بيقولو دبه 😂 😂	5	Short
1	0	0	0	0	0	0	امرأة بنية سمينة متحولة	4	Very Short
1	0	0	0	0	0	0	😂 😂 ابيار عوراء	4	Very Short
1	0	0	0	0	0	0	متى يبطلون يخلون الفن له عمر وشكل خلاص انت الحين فوق الثلاثين يعني انتهى وقتك ولا علشانك سمين ولا شين مفروض	21	Very Long
1	0	0	0	0	0	0	ولا في وجهها حبوب سودا وبيضا كثير	7	Short
1	0	0	0	0	0	0	خشمه أكبر من خشم ابو الهول	6	Short
1	0	0	0	0	0	0	مهوب بوقته يا دبه	4	Very Short
1	0	0	0	0	0	0	يمكن دبه مستعره 😂 😂	5	Short
1	0	0	0	0	0	0	مربربه دبدوبه سمينه تختوخه مليانه تعالي خاص اذا تعرضي عرض سناب سنابي ابي وحده وزنها نا يقارب	17	Long
1	0	0	0	0	0	0	ما شاء الله سمينه	4	Very Short
1	0	0	0	0	0	0	كيفك يا جده زعكمه وحشتينا يا دبه وينك مغيبه	9	Short
1	0	0	0	0	0	0	بقره اص	2	Very Short
1	0	0	0	0	0	0	عوذة شنو هاي لو فطايس لو براطم	7	Short
1	0	0	0	0	0	0	ولل بعد شفط الكرش ها وصلت	6	Short
1	0	0	0	0	0	0	دبه مجنونه	2	Very Short
1	0	0	0	0	0	0	تعب من الوزن يا دبه 🤣	6	Short
1	0	0	0	0	0	0	مربربه او متينه وفخوذك تررج تعالي 🥵 ❤ ️ ❤ ️	11	Medium
1	0	0	0	0	0	0	ايه دبه وتريله بعد	4	Very Short
1	0	0	0	0	0	0	صايره يدك دبه	3	Very Short
1	0	0	0	0	0	0	فعلا الحل سو كوع ريحه صغير في منطقة التجمع يباع في مواد السباكه او حط اسفنجه صغيره بدال الكوع	19	Long
1	0	0	0	0	0	0	استحمى قبل ما تروح يا أقرع 😂	7	Short
1	0	0	0	0	0	0	وع لحجيه جعلك بالموت	4	Very Short
1	0	0	0	0	0	0	نورتينا يا دبه 🐻	4	Very Short
1	0	0	0	0	0	0	😭 😭 بموت وع لحجي	5	Short
1	0	0	0	0	0	0	لو ديوده مترهله ماحذر منه	5	Short
1	0	0	0	0	0	0	صراع اقزام اسيا بين النصر ترفيه اسيا الاهلي حصالة الفرق السعوديه في اسيا النصر حصل على كاس الكوس والسوبر ووصل	20	Very Long
1	0	0	0	0	0	0	خير انشاءالله حسبي الله عليه القدر يلعى راسك المربع امك يحيوان يعني الى اين وصلو المتحرشين متحرش في امه	19	Long
1	0	0	0	0	0	0	هلاا ببو كرش 😻	4	Very Short
1	0	0	0	0	0	0	الواد دا شكله صرم و السلام عليكم	7	Short
1	0	0	0	0	0	0	أقواها ذيك اللي تجي معها رفعة حاجب وفتحة خشم وتكشيرة فم	11	Medium
1	0	0	0	0	0	0	لحجيه وفولورزك لحوج وردودك لحجيه وردود بزران متى بتفكينا من ذا القرف اشفق عليك الصدق طيب سولي انفلو او بلكني يع	21	Very Long
1	0	0	0	0	0	0	ابو كرش لا تتشرط احمد ربك تلقى احد يفطرك اختار طبق رمضاني يعجبك	13	Medium
1	0	0	0	0	0	0	ايوه يع لحجية	3	Very Short
1	0	0	0	0	0	0	اخو الصبي ابو خشم معنتر دكتور كمان هو خشمه معنتر مافي مناسبه يودي طريقها لمرزوق الا ومسك خطها ترا مكشوف ومقزز	21	Very Long
1	0	0	0	0	0	0	إن شاء الله تاخدي واحد يحبسك في لحوش لا خشة لا طلعة مش شحط عروقك هذا يولي عليك	18	Long
1	0	0	0	0	0	0	اختي تو تسولف لي تقول اليوم ام بنادي مدخله بنتها وتقول للكوتش بنتي برميل نخفيها تقول الكوتش ما عجبها الاسلوب صح الب	22	Very Long
1	0	0	0	0	0	0	هه صاروا كولهم اقزام بدلا من جمين فقط 🙄 💜 😂	11	Medium
1	0	0	0	0	0	0	تسذوب صاحب الدراسه 😏 ابو كرش ماحد يبيه وبرضه ابو عضلات نفسيه نحب الي هه وهه	16	Long
1	0	0	0	0	0	0	ازيكم يا فراعين 👋 ازيك يا فرعون يا ابو كرش و انتى يا فرعونة اللى هناك يالى حطة ايدك على خدك و لوية بوزك 🤢	25	Very Long
1	0	0	0	0	0	0	كنت حاس انك لحجيه بس دحين تأكدت من امك 😭 😭	11	Medium
1	0	0	0	0	0	0	أحول أنت	2	Very Short
1	0	0	0	0	0	0	انت طويل بس متوسط الطول ف السعوديه معروف للرجال اغلبهم اقزام امشي بالمول وكثير بطولي واقصر — والبنات برضو قصار	20	Very Long
1	0	0	0	0	0	0	شكلها خروف كبير شوقر دادي	5	Short
1	0	0	0	0	0	0	وجه البومة ولد ام حازم ما تصيرلكم جارا انتم عبارة عن شياش كباب ابو خشم	15	Long
1	0	0	0	0	0	0	كنها اسطوانه غاز سمينه وقصيره	5	Short
1	0	0	0	0	0	0	ويندي صايره دبه و عندها فخوذذ مبسوطهه مرهه 😭 😭	10	Medium
1	0	0	0	0	0	0	بدري عليه ابو براطم	4	Very Short
1	0	0	0	0	0	0	قبيح احول وجهين لعمله واحده	5	Short
1	0	0	0	0	0	0	هيه ابره تكبر شفايف تصير كنه برطم بعير 😂	9	Short
1	0	0	0	0	0	0	منفوخ وشلون وهو شايل الاهلي على اكتافه	7	Short
1	0	0	0	0	0	0	واحنا فاضين نجمع اقزام في الفريق هذا كتف من مايكون يمكن يموت 🤣 🤣	14	Medium
1	0	0	0	0	0	0	بقصد ممكن تكوني دبه مستعاره 😂 😂	7	Short
1	0	0	0	0	0	0	انا قلت امانه وانتي جالسه تضحكي الامانه اتخلت منها السموات والارض يا دبه الغاز	14	Medium
1	0	0	0	0	0	0	لا حول رجعت لحجيه مدري شسالفه	6	Short
1	0	0	0	0	0	0	الله يقرف الناس اللي زي هيك ابو كرش متر بحكي عن مرته مجعلكة ما بعرف مالي مش طايقة حدا على وجه الارض وكرهانة ال	24	Very Long
1	0	0	0	0	0	0	اذا غسلة وجها يطلع مهرها ركبة ناقه	7	Short
1	0	0	0	0	0	0	وجيبين واحد اقرع	3	Very Short
1	0	0	0	0	0	0	اعرض هذي لأبو ركبة الفودة يا وليد تعبنا من الشايب الدوري مع وليد	13	Medium
1	0	0	0	0	0	0	ليتها خلتها مربربه احسن من هالعظام الي طالعه	8	Short
1	0	0	0	0	0	0	هه خليه يضحك القصير دومه حلو والطويل يقول المثل له الطول طول نخله والعقل عقل صخله	16	Long
1	0	0	0	0	0	0	قصير معضل وسيم و قرد	5	Short
1	0	0	0	0	0	0	بلعافيه يا دبه	3	Very Short
1	0	0	0	0	0	0	بومة ابن الجزمة هو والارشانة اللي معاه اللي شبه تيز القرد	11	Medium
1	0	0	0	0	0	0	غير اسمك يا لحجي	4	Very Short
1	0	0	0	0	0	0	غير افتارك يا لحجي بعد اكتب 😭 😭	8	Short
1	0	0	0	0	0	0	آيوه إنت يا أبو كرش أعمل فولو باك وإنت يا مدام ياللي لابسه البنطلون بتاع جوزك إعملي فولو باك	19	Long
1	0	0	0	0	0	0	شعندك حاط بقره 😂	4	Very Short
1	0	0	0	0	0	0	احفظي ثينسبو على الفاضي يا دبة يا ضعيفة الارادة 😄 😄	11	Medium
1	0	0	0	0	0	0	عيالهم بيطلعون براطم	3	Very Short
1	0	0	0	0	0	0	اللي بنص اقرع مثل ابوه ولابس باروكه	7	Short
1	0	0	0	0	0	0	انت دبه	2	Very Short
1	0	0	0	0	0	0	فضلوني طلع عنده شبيحة 😂 😂 ماهو هين الحرامي اب كرش 😂 😂	13	Medium
1	0	0	0	0	0	0	بما إن أقزام آسيا متواجدين 😂 سلمان الفرج نصراوي	9	Short
1	0	0	0	0	0	0	خلاص يا بزر تراك حلبت الذبه انت وعز حلب اكثر من بقرة مراعي	13	Medium
1	0	0	0	0	0	0	 ابي مربربه متينه او دبه كبيره 😍 تجي خاص بكل سرية 🙏 ❤ ️	14	Medium
1	0	0	0	0	0	0	الله يعينك يادربحه بي ولله انك صرة دب مره انحف شوي ياولد	12	Medium
1	0	0	0	0	0	0	ولله ي دب هذي معاملة وحشه انتي قوي ونا ضعيف علي واسطات يالمجابرة	13	Medium
1	0	0	0	0	0	0	تشوف إنه جسمها حلو مو سمينه	6	Short
1	0	0	0	0	0	0	اتوقع انغجار مو رده فعل فيتوريا قزم اللاعبين	8	Short
1	0	0	0	0	0	0	انت ما تتخيل شعور الصدمة لاني صارلي سنين ما شفتهم واذكرهم اقزام صغيرة 😂 😂	15	Long
1	0	0	0	0	0	0	يع لحالك يا سحليه	4	Very Short
1	0	0	0	0	0	0	دا مسكين ياهيمه اقرع ونزهي وخرنق برضك	7	Short
1	0	0	0	0	0	0	ابو خشم قصدك	3	Very Short
1	0	0	0	0	0	0	الحمدالله على عقلك وجهك كنه ركبة بعير	7	Short
1	0	0	0	0	0	0	م قد حقدت ع سعادة المستشار والمالك كثر ذاك الوقت بعد م طيروه وجابو ابو خشم يدربنا	17	Long
1	0	0	0	0	0	0	كمل يا أقرع	3	Very Short
1	0	0	0	0	0	0	الي مربربه ولا متينه مره تجي خاص  سادي	8	Short
1	0	0	0	0	0	0	ياولد وش ذا اللاعب طوله قصير بزياده ناقصنا اقزام بالفريق احنا طيب كيف مستواه كلاعب	15	Long
1	0	0	0	0	0	0	قلتلك انت اشهر من ياسر ابو براطم 🤣	8	Short
1	0	0	0	0	0	0	يسطا هو ده شعرك ولا انت كنت أقرع ومركبه 😂 😂	11	Medium
1	0	0	0	0	0	0	انتو اقزام ما قدر الثوره تسقط حكومة المعرصين	8	Short
1	0	0	0	0	0	0	يلعنم الضحك كورة سله وكلكم اقزام	6	Short
1	0	0	0	0	0	0	يبيلها شفط وي كامل صينيه المفطح	6	Short
1	0	0	0	0	0	0	والله شوف انا حبيبي شين واغار عليه كانه ركبه ناقه هه	11	Medium
1	0	0	0	0	0	0	على اساس انت مره دبه	5	Short
1	0	0	0	0	0	0	اذكر صديقتي تقولي وتحلف لي ان اختها تشوفهم كل ليله بعد اذان المغرب و اشكالهم اقزام يمرون من عند باب غرفة اختها ويطلعون مع باب الشارع	26	Very Long
1	0	0	0	0	0	0	اقرع وزنباوي	2	Very Short
1	0	0	0	0	0	0	وش تاكلين يا دب	4	Very Short
1	0	0	0	0	0	0	عفكرة هيدي رصاصة كلاشينكوف بس هوي قزم	7	Short
1	0	0	0	0	0	0	شفايف نفخ مساء الجمال ليكي	5	Short
1	0	0	0	0	0	0	فوق شينها لحجيه 😭	4	Very Short
1	0	0	0	0	0	0	انسحب احسن اختفي عن الانظار يا قزم	7	Short
1	0	0	0	0	0	0	لا والعياذ بالله تخسي القصيرة المقصد جلسة ع ركبة وحدة زي لما تنزلي عند الاطفال	15	Long
1	0	0	0	0	0	0	لاا كانت وايد دبه قبل ماتحمل فأتوقع التكميم عشان تنجح عملية الانابيب	12	Medium
1	0	0	0	0	0	0	وش اللي جمالهممخانيث يحطون مكياج ويرقصون مثل رقصش	8	Short
1	0	0	0	0	0	0	انت ام ونص 😘 ام ام شرشف ام بوتوكس ام نيع اعوج	12	Medium
1	0	0	0	0	0	0	اللي يحطون كرستاله تحت شفايف لحوج	6	Short
1	0	0	0	0	0	0	خبله راسها عود دبه تاكل وايد و بس والله	9	Short
1	0	0	0	0	0	0	خاص ولا يكثر يا لحجيه	5	Short
1	0	0	0	0	0	0	ضيف عندك بداخل سجن سوسة موظفة سمينة وقصيره عملها شنيع فهي تقوم ببيع السجناء الحدث الى ضعاف النفوس مقابل	19	Long
1	0	0	0	0	0	0	بالتأكيد الزور ما يخلى من الواوية وعدنه ستيفين ابو خشم خير مثال	12	Medium
1	0	0	0	0	0	0	تعرف اقزام الي يقعدون هني الوضع تمام 😂 😂	9	Short
1	0	0	0	0	0	0	قافل الكومنتات يا ناصح 😂 😂	6	Short
1	0	0	0	0	0	0	هيجي يوم نبص ف وش بعض واحنا كلنا عار ونقول ازاي قزم اهانا بالشكل ده والله حزني بيضاعف أننا بنتهك من اجبن مافينا	23	Very Long
1	0	0	0	0	0	0	قزم صانع للفتنه	3	Very Short
1	0	0	0	0	0	0	اتوقع المفروض يكونا الرجلين أطول من السيارة كذا اقزام	9	Short
1	0	0	0	0	0	0	هئ يؤبر عضامي قولة الشاميات يسكتلياه هو وانا أكمل نومي هه بس المشكلة إنو موو هون يا دبة 🐼 😭 💔	21	Very Long
1	0	0	0	0	0	0	دبه ثانيه	2	Very Short
1	0	0	0	0	0	0	عطيها ضحكه بدل البعصه الله ىاخذ ركبتك ذي كنها ركبة بعير بسم الله ماشاءلله	14	Medium
1	0	0	0	0	0	0	قبيح منفوخ شخصيته زفتة	4	Very Short
1	0	0	0	0	0	0	دخيلك يا نخلة انت🌴 🤣 🤣	6	Short
1	0	0	0	0	0	0	مبين من صورتك صرم	4	Very Short
1	0	0	0	0	0	0	كومان يا دب احد يتخلى عن سواريز	7	Short
1	0	0	0	0	0	0	بقره م تفهمي	3	Very Short
1	0	0	0	0	0	0	على لحمك يا بقرة	4	Very Short
1	0	0	0	0	0	0	يا لحجي ادري بس انا اسألك اذا تعرفها ولا لا	10	Medium
